,booktitle,id,page,page.location,type,book.id,book.page,book.type,anchor.text,interventions,Key,Item.Type,PublicationYear,Author,Publication.Title,Url,Abstract.Note,Date,Date.Added,Date.Modified,Short.Title,Publisher,Place,Language,Archive,Archive.Location,Manual.Tags
95,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/73b/,73,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,163,Book,"ÎâÎ¾Si la partie conceptuelle de la valeur est constitu’©e uniquement par des rapports et des diff’©rences avec les autres termes de la langue, on peut en dire autant de sa partie mat’©rielle. Ce qui importe dans le mot, ce n'est pas le son lui-m’éme, mais les diff’©rences phoniques qui permettent de distinguer ce mot de tous les autres, car ce sont elles qui portent la significationŠ—_Î¾jamais un fragment de langue ne pourra ’étre fond’©, en derni’åre analyse, sur autre chose que sur sa non-co’Àncidence avec le resteÎ¾Î (p. 163).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
96,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/55b/,55,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,53,Book,"ÎâÎ¾Tyrannie de la lettreÎ¾Î, dit ailleurs Saussure (p. 53).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
97,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/95b/,95,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,166,Book,"Mais si elle est une forme, c'est parce que ÎâÎ¾dans la langue il n'y a que des diff’©rencesÎ¾Î (p. 166).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
98,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/95d/,95,d,Quotation,https://derridas-margins.princeton.edu/titles/100/,30,Book,Et pourquoi Saussure dit de la langue qu'elle ÎâÎ¾n'est pas une fonction du sujet parlantÎ¾Î (p. 30).,,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
99,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/59a/,59,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,45,Book,"ÎâÎ¾La langue est ind’©pendante de l'’©critureÎ¾Î (p. 45), telle est la v’©rit’© de la nature.",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
100,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/52e/,52,e,Quotation,https://derridas-margins.princeton.edu/titles/100/,52p,Book,"SaussureÎ¾: ÎâÎ¾Quand on dit qu'il faut prononcer une lettre de telle ou telle fa’_on, on prend l'*image* pour le mod’åleŠ—_ Pour expliquer cette *bizarrerie*, on ajoute que dans ce cas il s'agit d'une prononciation exceptionnelle.Î¾Î (p. 52).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
101,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/64b/,64,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,45,Book,"Outre que le phon’åme est l'*inimaginable* lui-m’éme, et qu'aucune visibilit’© ne peut lui *ressembler*, il suffit de tenir compte de ce que dit Saussure de la diff’©rence entre le symbole et le signe (p. 101) pour ne plus comprendre comment il peut ’¾ la fois dire de l'’©criture qu'elle est ÎâÎ¾imageÎ¾Î ou ÎâÎ¾figurationÎ¾Î de la langue et d’©finir ailleurs la langue et l'’©criture comme ÎâÎ¾deux syst’åmes de signes distinctsÎ¾Î (p. 45).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
102,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/89b/,89,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,98,Book,"Or l'ÎâÎ¾image acoustiqueÎ¾Î, l'appara’Âtre structur’© du son, la ÎâÎ¾mati’åre sensibleÎ¾Î *v’©cue* et *inform’©e* par la diff’©rance, ce que Husserl appellerait la structure *hyl’å/morph’å*, distincte de toute r’©alit’© mondaine, Saussure la nomme ÎâÎ¾image psychiqueÎ¾ÎÎ¾: ÎâÎ¾Cette derni’åre [l'image acoustique] n'est pas le son mat’©riel, chose purement physique, mais l'empreinte psychique de ce son, la repr’©sentation que nous en donne le t’©moignage de nos sensÎ¾; elle est sensorielle, et s'il nous arrive de l'appeler ÎâÎ¾mat’©rielleÎ¾Î, c'est seulement dans ce sens et par opposition ’¾ l'autre terme de l'association, le concept, g’©n’©ralement plus abstrait Î (p. 98).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
103,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/65a/,65,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,101,Book,"Comme le mot ÎâÎ¾arbitraireÎ¾Î selon Saussure, elle ÎâÎ¾ne doit pas donner l'id’©e que le signifiant d’©pend du libre choix du sujet parlantÎ¾Î (p. 101).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
104,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/54e/,54,e,Quotation,https://derridas-margins.princeton.edu/titles/100/,,Book,"ÎâÎ¾Les premiers linguistes s'y sont tromp’©s, comme avant eux les humanistes. Bopp lui-m’émeŠ—_ Ses successeurs imm’©diats sont tomb’©s dans le m’éme pi’åge.Î¾Î",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
105,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/90c/,90,c,Footnote,https://derridas-margins.princeton.edu/titles/100/,28,Book,"Hjelmslev formule les m’émes r’©serves : Îâ Chose curieuse, la linguistique, qui s'’©tait mise en garde bien longtemps contre toute teinte de ""psychologisme"", semble ici, ne serait-ce que dans une certaine mesure et les proportions bien gard’©es, ’étre de retour ’¾ l'""image acoustique"" de F. de Saussure, et ’©galement au ""concept"", ’¾ condition d'interpr’©ter ce mot en stricte conformit’© avec la doctrine que nous venons d'exposer, bref, reconna’Âtre, bien qu'avec les r’©serves qu'il faut, que des deux c’‚t’©s du signe linguistique, on est en pr’©sence d'un ""ph’©nom’åne enti’årement psychique"" (Clg. p. 28). Mais c'est plut’‚t une partielle co’Àncidence de nomenclatures qu'une analogie r’©elle. Les termes introduits par F. de Saussure, et les interpr’©tations donn’©es dans le *Cours*, ont ’©t’© abandonn’©s parce qu'ils pr’étent ’¾ l'’©quivoque, et il convient de ne pas refaire les erreurs. D'ailleurs nous h’©sitons pour notre part devant la question de savoir dans quelle mesure les recherches que nous avons ici pr’©conis’©es peuvent ’étre consid’©r’©es comme ’©tant d'ordre psychologique : la raison est que la psychologie para’Ât ’étre une discipline dont la d’©finition laisse encore consid’©rablement ’¾ d’©sirer. Î (Îâ La stratification du langage Î, 1954, in *Essais linguistiques*, p. 56).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
106,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/62a/,62,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,23,Book,"C'est ce logocentrisme qui, limitant par une mauvaise abstraction le syst’åme interne de la langue en g’©n’©ral, emp’éche Saussure et la plupart de ses successeurs de d’©terminer pleinement et explicitement ce qu a nom ÎâÎ¾l'objet int’©gral et concret de la linguistiqueÎ¾Î (p. 23).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
107,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/52a/,52,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,46,Book,"ÎâÎ¾D'abord l'image graphique des mots nous frappe comme un objet permanent et solide, plus propre que le son ’¾ constituer l'unit’© de la langue ’¾ travers le temps. Ce lien a beau ’étre *superficiel* et cr’©er une unit’© purement *factice* ; il est beaucoup plus *facile* ’¾ saisir que le lien *naturel*, le seul v’©ritable, celui du sonÎ¾Î (p. 46. Nous soulignons).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
108,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/50b/,50,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,45,Book,"C'est qu'il s'agit, plut’‚t que de dessiner, de prot’©ger et m’éme de restaurer le syst’åme interne de la langue dans la puret’© de son concept contre la contamination la plus grave, la plus perfide, la plus permanente, qui n'a cess’© de le menacer, de l'alt’©rer m’éme, au cours de ce que Saussure veut ’¾ toute force consid’©rer comme une histoire externe, comme une s’©rie d'accidents affectant la langue et lui survenant *du dehors*, au moment de la ÎâÎ¾notationÎ¾Î (p. 45), comme si l'’©criture commen’_ait et finissait avec la notation.",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
109,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/92b/,92,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,26,Book,"ÎâÎ¾La question de l'appareil vocal est donc secondaire dans le probl’åme du langage. Une certaine d’©finition de ce qu'on appelle *langage articul’©* pourrait confirmer cette id’©e. En latin, *articulus* signifie ÎâÎ¾membre, partie, subdivision dans une suite de chosesÎ¾ÎÎ¾; en mati’åre de langage, l'articulation peut d’©signer ou bien la subdivision de la cha’Âne parl’©e en syllabes, ou bien la subdivision de la cha’Âne des significations en unit’©s significativesŠ—_Î¾En s'attachant ’¾ cette seconde d’©finition, on pourrait dire que *ce n'est pas le langage parl’© qui est naturel ’¾ l'homme*, mais la facult’© de constituer une langue, c'est-’¾-dire un syst’åme de signes distincts correspondant ’¾ des id’©es distinctesÎ¾Î (p. 26. Nous soulignons).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
110,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/64a/,64,a,Citation,https://derridas-margins.princeton.edu/titles/100/,101,Book,"Outre que le phon’åme est l'*inimaginable* lui-m’éme, et qu'aucune visibilit’© ne peut lui *ressembler*, il suffit de tenir compte de ce que dit Saussure de la diff’©rence entre le symbole et le signe (p. 101) pour ne plus comprendre comment il peut ’¾ la fois dire de l'’©criture qu'elle est ÎâÎ¾imageÎ¾Î ou ÎâÎ¾figurationÎ¾Î de la langue et d’©finir ailleurs la langue et l'’©criture comme ÎâÎ¾deux syst’åmes de signes distinctsÎ¾Î (p. 45).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
111,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/89a/,89,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,98,Book,On sait que Saussure distingue entre l'ÎâÎ¾image acoustiqueÎ¾Î et le son objectif (p. 98).,,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
112,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/74b/,74,b,Footnote,https://derridas-margins.princeton.edu/titles/100/,164,Book,"ÎâÎ¾Il est impossible que le son, ’©l’©ment mat’©riel, appartienne lui-m’éme ’¾ la langue. Il n'est pour elle qu'une chose secondaire, une mati’åre qu'elle met en –uvre. Toutes les valeurs conventionnelles pr’©sentent ce caract’åre de ne pas se confondre avec l'’©l’©ment tangible qui leur sert de supportŠ—_Î¾Î ÎâÎ¾Dans son essence, il [le signifiant linguistique] n'est aucunement phonique, il est incorporel, constitu’©, non par sa substance mat’©rielle, mais uniquement par les diff’©rences qui s’©parent son image acoustique de toutes les autresÎ¾Î (p. 164).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
113,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/49a/,49,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,44,Book,"Si l'’©criture n'est que la ÎâÎ¾figurationÎ¾Î (p. 44) de la langue, on a le droit de l'exclure de l'int’©riorit’© du syst’åme (car il faudrait croire qu'il y a ici un *dedans* de la langue), comme l'image doit pouvoir s'exclure sans dommage du syst’åme de la r’©alit’©.",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
114,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/58b/,58,b,Quotation,https://derridas-margins.princeton.edu/titles/100/,46,Book,"Expliquer l'usurpation par le pouvoir de *dur’©e* de l'’©criture, par la vertu de *duret’©* de la substance d'’©criture, n'est-ce pas contredire en outre ce qui est ailleurs affirm’© de la tradition orale de la langue qui serait ÎâÎ¾ind’©pendante de l'’©criture et bien autrement fixeÎ¾Î (p. 46)Î¾?",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
115,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/73d/,73,d,Quotation,https://derridas-margins.princeton.edu/titles/100/,165-166,Book,"ÎâÎ¾Comme on constate un ’©tat de choses identique dans cet autre syst’åme de signes qu'est l'’©criture, nous le prendrons comme terme de comparaison pour ’©clairer toute cette question. En fait :
1) Les signes de l'’©criture sont arbitrairesÎ¾; aucun rapport, par exemple, entre la lettre *t* et le son qu'elle d’©signeÎ¾;
2) la valeur des lettres est purement n’©gative et diff’©rentielleÎ¾; ainsi une m’éme personne peut ’©crire *t* avec des variantes telle que: [Š—_]. La seule chose essentielle est que ce signe ne se confonde pas sous sa plume avec celui de *l*, de *d*, etc.Î¾;
3) les valeurs de l'’©criture n'agissent que par leur opposition r’©ciproque au sein d'un syst’åme d’©fini, compos’© d'un nombre d’©termin’© de lettres. Ce caract’åre, sans ’étre identique au second, est ’©troitement li’© avec lui, parce que tous deux d’©pendent du premier. Le signe graphique ’©tant arbitraire, sa forme importe peu, ou plut’‚t n'a d'importance que dans les limites impos’©es par le syst’åmeÎ¾;
4) le moyen de production du signe est totalement indiff’©rent, car il n'int’©resse pas le syst’åme (cela d’©coule aussi du premier caract’åre). Que j'’©crive les lettres en blanc ou en noir, en creux ou en relief, avec une plume ou un ciseau, cela est sans importance pour leur significationÎ¾Î (165-166).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
116,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/54g/,54,g,Quotation,https://derridas-margins.princeton.edu/titles/100/,55,Book,"ÎâÎ¾Il faudrait substituer tout de suite le naturel ’¾ l'artificielÎ¾; mais cela est impossible tant qu'on n'a pas ’©tudi’© les sons de la langueÎ¾; car d’©tach’©s de leurs signes graphiques, ils ne repr’©sentent plus que des notions vagues, et l'on pr’©f’åre encore l'appui, m’éme trompeur, de l'’©criture. Aussi les premiers linguistes, qui ignoraient tout de la physiologie des sons articul’©s, sont-ils tomb’©s ’¾ tout instant dans ces pi’åcesÎ¾: l’¢cher la lettre, c'’©tait pour eux perdre piedÎ¾; pour nous, c'est un premier pas vers la v’©rit’©Î¾Î (p. 55. Ouverture du chapitre sur *La phonologie*).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
117,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/62d/,62,d,Footnote,https://derridas-margins.princeton.edu/titles/100/,101,Book,"p. 101. Au-del’¾ des scruples formul’©s par Saussure lui-m’éme, tout un syst’åme de critiques intra-linguistiques peut ’étre oppos’© ’¾ la th’åse de l'ÎâÎ¾arbitraire du signeÎ¾Î. Cf. Jakobson, *’— la recherche de l'essence du langage*, Diog’åne 51, et Martinet, *La linguistique synchronique*, p. 34. Mais ces critiques n'entament pas Š—– et n'y pr’©tendent d'ailleurs pas Š—– l'intention profonde de Saussure visant la discontinuit’© et l'immotivation propres ’¾ la structure sinon ’¾ l'origine du signe.",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
118,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/101a/,101,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,103,Book,"ÎâÎ¾Les signifiants acoustiques ne disposent que de la ligne du tempsÎ¾; leurs ’©l’©ments se pr’©sentent l'un apr’ås l'autreÎ¾; ils forment une cha’Âne. Ce caract’åre appara’Ât imm’©diatement d’ås qu'on les repr’©sente par l'’©criture...Î¾Î ÎâÎ¾Le signifiant, ’©tant de nature auditive, se d’©roule dans le temps seul et a les caract’åres qu'il emprunte au tempsÎ¾: a) il repr’©sente une ’©tendue, et,
b) cette ’©tendue est mesurable dans une seule dimensionÎ¾: c'est une ligneÎ¾Î.",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
119,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/55a/,55,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,14,Book,ÎâÎ¾La critique philologique est en d’©faut sur un pointÎ¾: elle s'attache trop servilement ’¾ la langue ’©crite et oublie la langue vivanteÎ¾Î (p. 14).,,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
120,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/52c/,52,c,Quotation,https://derridas-margins.princeton.edu/titles/100/,45,Book,SaussureÎ¾: ÎâÎ¾Mais le mot ’©crit se m’éle si intimement au mot parl’© dont il est *l'image* qu'il finit par *usurper* le r’‚le principalÎ¾Î (p. 45. Nous soulignons).,,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
121,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/52e/,52,e,Footnote,https://derridas-margins.princeton.edu/titles/100/,52,Book,"’_tendons notre citation pour y rendre sensibles le ton et l'affect de ces propositions th’©oriques. Saussure *s'en prend* ’¾ l'’©critureÎ¾:Î¾ÎâÎ¾Un autre r’©sultat, c'est que moins l'’©criture repr’©sente ce qu'elle doit repr’©senter, plus se renforce la tendance ’¾ la prendre pour baseÎ¾; les grammairiens s'acharnent ’¾ attirer l'attention sur la forme ’©crite. Psychologiquement, la chose s'explique tr’ås bien, mais elle a des cons’©quences f’¢cheuse. L'emploi qu'on fait des mots ""prononcer"" et ""prononciation"" est une cons’©cration de cet abus et renverse le rapport l’©gitime et r’©el existant entre l'’©criture et la langue. Quand on dit qu'il faut prononcer une lettre de telle ou de telle fa’_on, on prend l'image pour mod’åle. Pour que *oi* puisse se prononcer *wa*, il faudrait qu'il exist’¢t pour lui-m’éme. En r’©alit’©, c'est *wa* qui s'’©crit *oi*.Î¾Î Au lieu de m’©diter cette ’©trange proposition, la *possibilit’©* d'un tel *texte* (ÎâÎ¾c'est *wa* qui s'’©crit *oi*Î¾Î), Saussure encha’ÂneÎ¾: ÎâÎ¾Pour expliquer cette bizarrerie, on ajoute que dans ce cas il s'agit d'une prononciation exceptionnelle de *o* et de *i*Î¾; encore une expression fausse, puisqu'elle implique une d’©pendance de la langue ’¾ l'’©gard de la forme ’©crite. On dirait qu'on se permet quelque chose contre l'’©criture, comme si le signe graphique ’©tait la norme.Î¾Î (p. 52).",,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
122,Cours de linguistique g’©n’©rale,https://derridas-margins.princeton.edu/references/de-la-grammatologie/48a/,48,a,Quotation,https://derridas-margins.princeton.edu/titles/100/,47,Book,"ÎâÎ¾Il n'y a que deux syst’åmes d'’©critureÎ¾: 1. le syst’åme id’©ographique, dans lequel le mot est repr’©sent’© par un signe unique et ’©tranger aux sons dont il se compose. Ce signe se rapporte ’¾ l'ensemble du mot, et par-l’¾, indirectement ’¾ l'id’©e qu'il exprime. L'exemple classique de ce syst’åme est l'’©criture chinoise. 2. le syst’åme dit commun’©ment ""phon’©tique"", qui vise ’¾ reproduire la suite des sons se succ’©dant dans le mot. Les ’©critures phon’©tiques sont tant’‚t syllabiques, tant’‚t alphab’©tiques, c'est-’¾-dire bas’©es sur les ’©l’©ments irr’©ductibles de la parole. D'ailleurs les ’©critures id’©ographiques deviennent volontiers mixtesÎ¾: certains id’©ogrammes, d’©tourn’©s de leur valeur premi’åre, finissent par repr’©senter des sons isol’©sÎ¾Î (p. 47).",https://derridas-margins.princeton.edu/interventions/101b80cd-ba98-4634-b289-c4336310f732/;https://derridas-margins.princeton.edu/interventions/2eccd8dd-3cd3-43f2-8c72-0b09cdf0e63a/,ZD3GHW46,book,1960,"Saussure, Ferdinand de",,https://derridas-margins.princeton.edu/titles/100/,67 references 35 pages with documented annotations,1960,8/10/18 19:16,8/10/18 19:16,Cours de linguistique g’©n’©rale,Payot,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1/c9626,annotated; extant; digital edition
