book_title,page,page_location,ref_type,book_id,book_page,book_type,anchor_text,Item_Type,Publication_Year,Author,Language,avg_pos_EL
Anthropologie structurale,147,a,Quotation,https://derridas-margins.princeton.edu/titles/97/,39,Book,"La naissance de la phonologie a boulevers’© cette situation. Elle n'a pas seulement renouvel’© les perspectives linguistiquesÎ¾; une transformation de cette ampleur n'est pas limit’©e ’¾ une discipline particuli’åre. La phonologie ne peut manquer de jouer, vis-’¾-vis des sciences sociales, le m’éme r’‚le r’©novateur que la physique nucl’©aire, par exemple, a jou’© pour l'ensemble des sciences exactesÎ¾Î (p. 39).",book,1958,"L’©vi-Strauss, Claude",fr,171.1428571
"Ars signorum, vulgo character universalis et lingua philosophica",113,c,Footnote,https://derridas-margins.princeton.edu/titles/30/,,Book,"Dalgarno publia en 1661 l'ouvrage intitul’© *Ars signorum, vulgo character universalis et lingua philosophica*.",book,1661,"Dalgarno, George",la,113
Art de jouir et autres fragments,420,b,Quotation,https://derridas-margins.princeton.edu/titles/176/,1174,Book,"ÎâÎ¾En me disant j'ai jo’_i, je jo’_is encoreÎ¾Î.",bookSection,1959,"Rousseau, Jean-Jacques",,400
Art de jouir et autres fragments,380,b,Quotation,https://derridas-margins.princeton.edu/titles/176/,1174,Book,"Et dans *l'Art de jouir*, cet aphorisme qui dit la restitution symbolique de la pr’©sence suppl’©’©e dans le pass’© du verbeÎ¾: ÎâÎ¾En me disant, j'ai jo’_i, je jo’_is encore. Î",bookSection,1959,"Rousseau, Jean-Jacques",,400
Au sujet des fondements de la th’©orie linguistique de Louis Hjelmslev,77,e,Footnote,https://derridas-margins.princeton.edu/titles/168/,11,Journal Article,"A. Martinet conclutÎ¾: ÎâÎ¾L'’©tude de l'’©criture repr’©sente une discipline distincte de la linguistique, encore que, pratiquement ,une de ses annexes. La linguistique fait donc abstraction des faits de graphieÎ¾Î (p. 11).",journalArticle,1946,"Martinet, Andr’©",fr,77
Au sujet des fondements de la th’©orie linguistique de Louis Hjelmslev,77,c,Footnote,https://derridas-margins.princeton.edu/titles/168/,40,Journal Article,"Cette fid’©lit’© litt’©rale s'exprimeÎ¾: 1) dans l'expos’© critique de la tentative de Hjelmslev (*Au sujet des fondements de la th’©orie linguistique de L. Hjelmslev*, in Bulletin de la Soci’©t’© de Linguistique de Paris, t. 42, p. 40)Î¾: ÎâÎ¾Hjelmslev est parfaitement logique avec lui-m’éme lorsqu'il d’©clare qu'un texte ’©crit a pour la linguistique exactement la m’éme valeur qu'un texte parl’©, puisque le choix de la substance n'importe pas. Il se refuse m’éme ’¾ admettre que la substance parl’©e soit primitive et la substance ’©crite d’©riv’©e. Il semble qu'il suffirait de lui faire remarquer qu'’¾ quelques exceptions pathologiques, pr’ås, tous les hommes parlent, mais que peu savent ’©crire, ou encore que les enfants savent parler longtemps avant d'apprendre l'’©criture. *Nous nŠ—Èinsisterons donc pas*. Î [Nous soulignons.]",journalArticle,1946,"Martinet, Andr’©",fr,77
Confessions,215,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,12,Book,"ÎâÎ¾... l'abstinence et la jouissance, le plaisir et la sagesse, m'ont ’©galement ’©chapp’©Î¾Î (*Confessions*, p. 12).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,210,c,Footnote,https://derridas-margins.princeton.edu/titles/188/,106,Book,"ÎâÎ¾*Petit* fut mon nom, *Maman* fut le sien, et toujours nous demeur’¢mes *Petit* et *Maman*, m’éme quand le nombre des ann’©es en eut presque effac’© la diff’©rence entre nous. Je trouve que cesÎ¾deux noms rendent ’¾ merveille l'id’©e de notre ton, la simplicit’© de nos mani’åres et surtout la relation de nos c–urs. Elle fut pourÎ¾moi la plus tendre des m’åres qui jamais ne chercha son plaisir mais toujours mon bienÎ¾; et si les sens entr’årent dans mon attachement pour elle, ce n'’©tait pas pour en changer la nature, mais pour le rendre seulement plus exquis, pour m'enivrer du charme d'avoir une maman jeune et jolie qu'il m'’©tait d’©licieux de caresserÎ¾; je dis, caresser au pied de la lettreÎ¾; car jamais elle n'imagina de m'’©pargner les baisers ni les plus tendres caresses maternelles, et jamais il n'entra dans son c–ur d'en abuser. On dira que nous avons pourtant eu ’¾ la fin des relations d'une autre esp’åceÎ¾; j'en conviens, mais il faut attendreÎ¾; je ne puis tout dire ’¾ la foisÎ¾Î (p. 106).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,294,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,31,Book,ÎâÎ¾’¾ ce travail de contrebandeÎ¾Î.,NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,218,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,331-332,Book,"ÎâÎ¾Ah, ma Th’©r’åseÎ¾! je suis trop heureux de te poss’©der sage et saine, et de ne pas trouver ce que je ne cherchais pas. [Il s'agit du ÎâÎ¾pucelageÎ¾Î, que Th’©r’åse vient d'avouer avoir, innocemment et par accident, perdu.] Je n'avais cherch’© d'abord qu'’¾ me donner un amusement. Je vis que j'avais plus fait et que je m'’©tais donn’© une compagne. Un peu d'habitude avec cette excellente fille, un peu de r’©flexion sur ma situation me firent sentir qu'en ne songeant qu'’¾ mes plaisirs j'avais beaucoup fait pour mon bonheur. Il fallait *’¾ la place* de l'ambition ’©teinte un sentiment vif qui *remplit* mon c–ur. Il fallait, pour tout dire, un successeur ’¾ MamanÎ¾; puisque je ne devais plus vivre avec elle il me fallait quelqu'un qui v’©c’t avec son ’©l’åve, et en qui je trouvasse la simplicit’©, la docilit’© de c–ur qu'elle avait trouv’©e en moi. II fallait que la douceur de la vie priv’©e et domestique me *d’©dommage’¢t* du sort brillant auquel je renon’_ais. Quand j'’©tais absolument seul mon c–ur ’©tait vide, mais il n'en fallait qu'un pour le *remplir*. Le sort m'avait ’‚t’©, m'avait ali’©n’© du moins en partie, celui pour lequel la nature m'avait fait. D’ås lors j'’©tais seul, car *il n'y eut jamais pour moi d'interm’©diaire entre tout et rien. Je trouvais dans Th’©r’åse le suppl’©ment dont j'avais besoin*Î¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,197,a,Epigraph,https://derridas-margins.princeton.edu/titles/188/,278,Book,ÎâÎ¾ce dangereux suppl’©ment...Î¾Î,NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,209,e,Quotation,https://derridas-margins.princeton.edu/titles/188/,109,Book,"ÎâÎ¾Ce vice que la honte et la timidit’© trouvent si commode, a de plus un grand attrait pour les imaginations vivesÎ¾; c'est de
disposer pour ainsi dire ’¾ leur gr’© de tout le sexe, et de faire servir ’¾ leurs plaisirs la beaut’© qui les tente sans avoir besoin d'obtenir son aveuÎ¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,235,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,1548,Book,"ÎâÎ¾Enfin, ajoutent-ils, la mati’åre m’éme de *l'Essai* suppose des connaissances et une maturit’© de pens’©e que Rousseau n'avait pas acquises en 1750Î¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,208,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,108-109,Book,"ÎâÎ¾J'’©tais revenu d'Italie, non tout ’¾ fait comme j'y ’©tais all’©; mais comme peut-’étre jamais ’¾ mon ’¢ge on n'en est revenu. J'en avais rapport’© non ma virginit’©, mais mon pucelage. J'avais senti le progr’ås des ans ; mon temp’©rament inquiet s'’©tait enfin d’©clar’©, et sa premi’åre ’©ruption, tr’ås involontaire, m'avait donn’© sur ma sant’© des alarmes qui peignent mieux que toute autre chose l'innocence dans laquelle j'avais v’©cu jusqu'alors. Bient’‚t rassur’© j'appris ce dangereux suppl’©ment qui trompe la nature et sauve aux jeunes gens de mon humeur beaucoup de d’©sordres aux d’©pens de leur sant’©, de leur vigueur et parfois de leur vieÎ¾Î (*Pl’©iade*, I, pp. 108-109).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,417,c,Quotation,https://derridas-margins.princeton.edu/titles/188/,7,Book,ÎâÎ¾Je co’tai la vie ’¾ ma m’åreÎ¾; et ma naissance fut le premier de mes malheursÎ¾Î (*Confessions* p. 7).,NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,199,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,228,Book,ÎâÎ¾Je ne commen’_ai de vivre que quand je me regardai comme un homme mortÎ¾Î (*Confessions* L. VI).,NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,211,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,107,Book,"ÎâÎ¾Je ne finirais pas si j'entrais dans le d’©tail de toutes les folies que le souvenir de cette ch’åre Maman me faisait faire, quand je n'’©tais plus sous ses yeux. Combien de fois j'ai bais’© mon lit en songeant qu'elle y avait couch’©, *mes* rideaux, tous les meubles de ma chambre en songeant qu'ils ’©taient ’¾ elle, que sa belle main les avait touch’©s, le plancher m’éme
sur lequel je me prosternais en songeant qu'elle y avait march’©. Quelquefois m’éme en sa pr’©sence il m'’©chappait des extravagances que le plus violent amour seul semblait pouvoir inspirer. Un jour ’¾ table, au moment qu'elle avait mis un
morceau dans sa bouche, je m'’©crie que j'y vois un cheveuÎ¾: elle rejette le morceau sur son assiette, je m'en saisis avidement et l'avale. En un mot, de moi ’¾ l'amant le plus passionn’©, il n'y avait qu'une diff’©rence unique, mais essentielle,
et qui rend mon ’©tat presque inconcevable ’¾ la raisonÎ¾Î etc., Un peu plus haut, on pouvait lireÎ¾:Î¾ÎâÎ¾Je ne sentais toute la
force de mon attachement pour elle que quand je ne la voyais pasÎ¾Î (p. 107).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,368,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,347,Book,"ÎâÎ¾Je suis le premier, peut-’étre qui ait vu sa port’©eÎ¾Î dit Rousseau de Condillac, rappelant leurs ÎâÎ¾t’éte-’¾-t’éte en picnicÎ¾Î au moment o’_ celui-ci ÎâÎ¾travaillait ’¾ l'*Essai sur l'origine des connaissances humaines*Î¾Î (*Confessions*, p. 347).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,216,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,219,Book,"ÎâÎ¾JouirÎ¾! Ce sort est-il fait pour l'hommeÎ¾? AhÎ¾! si jamais une seule fois en ma vie j'avais go’t’© dans leur pl’©nitude toutes les d’©lices de l'amour, je n'imagine pas que ma fr’éle existence y e’t pu suffire, je serais mort sur le faitÎ¾Î (*Confessions* L. 8).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,263,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,560,Book,"ÎâÎ¾Outre ces deux livres et mon *Dictionnaire de Musique*, auquel je travaillais toujours de temps en temps, j'avais quelques
autres ’©crits de moindre importance, tous en ’©tat de para’Âtre et que je me proposais de donner encore, soit s’©par’©ment, soit avec mon recueil g’©n’©ral si je l'entreprenais jamais. Le principal de ces ’©crits dont la plupart sont encore en manuscrit dans les mains de Du Peyrou, ’©tait un *Essai sur l'origine des langues* que je fis lire ’¾ M. de Malesherbes et au chevalier de Lorenzy, qui m'en dit du bien. Je comptais que toutes ces productions rassembl’©es me vaudraient au moins tous frais faits un capital de huit ’¾ dix mille francs, que voulais placer en rente viag’åre tant sur ma t’éte que sur celle de Th’©r’åseÎ¾; apr’ås quoi nous irions, comme je l'ai dit, vivre ensemble au fond de quelque Province...Î¾Î (P. 560.)",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,213,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,109,Book,"ÎâÎ¾Qu'on ajoute ’¾ cette disposition le local de ma situation pr’©sente, log’© chez une jolie femme, caressant son image au
fond de mon c–ur, la voyant sans cesse dans la journ’©eÎ¾; le soir entour’© d'objets qui me la rappellent, couch’© dans un lit o’_ je sais, qu'elle a couch’©. Que de stimulantsÎ¾! Tel lecteur qui se les repr’©sente me regarde d’©j’¾ comme ’¾ demi mort.
Tout au contraireÎ¾; ce qui devait me perdre fut pr’©cis’©ment ce qui me sauva, du moins pour un temps. Enivr’© du charme de vivre aupr’ås d'elle, du d’©sir ardent d'y passer mes jours, absente ou pr’©sente je voyais toujours en elle une tendre m’åre,
une s–ur ch’©rie, une d’©licieuse amie et rien de plus... elle ’©tait pour moi la seule femme qui f’t au monde, et l'extr’éme
douceur des sentiments qu'elle m'inspirait ne laissant pas ’¾ mes sens le temps de s'’©veiller pour d'autreÎ, me garantissait
d'elle et de tout son sexeÎ¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,420,d,Quotation,https://derridas-margins.princeton.edu/titles/188/,585,Book,"ÎâÎ¾Sans cesse occup’© de mon bonheur pass’©, je le rappelle et le rumine, pour ainsi dire, au point d'en jouir derechef quand je veuxÎ¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,410,a,Citation,https://derridas-margins.princeton.edu/titles/188/,237,Book,"Avec la *Logique de Port-Royal, l'Essai* de Locke, Malebranche et Descartes, Leibniz fut une des premi’åres lectures philosophiques de Rousseau.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,235,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,1548,Book,"B. Gagnebin et M. Raymond rappellent dans l'’©dition des *Confessions* que ÎâÎ¾*l'Essai sur l'origine des langues* a paru pour la premi’åre fois dans un volume de *Trait’©s sur la musique* de J.-.J. Rousseau que publia Du Peyrou ’¾ Gen’åve, en 1781, d'apr’ås le manuscrit qu'il d’©tenait et qu'il a l’©gu’© ’¾ la Biblioth’åque de Neuch’¢tel (NÎç 7835)Î¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,205,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,644,Book,"C'est aussi le moment o’_ la nature maternelle, cessant d'’étre aim’©e, comme elle le devrait, pour elle-m’éme et dans une imm’©diate proximit’© (ÎâÎ¾O natureÎ¾! O ma m’åreÎ¾! me voici sous ta seule gardeÎ¾; il n'y a point d'homme adroit et fourbe qui s'interpose entre toi et moiÎ¾!Î¾Î. *Confessions* L. XII.) devient le substitut d'un autre amour et d'un autre attachementÎ¾:",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,295,a,Footnote,https://derridas-margins.princeton.edu/titles/188/,32,Book,"C'est dans ce passage du premier livre qui explique ÎâÎ¾comment j'ai appris ’¾ convoiter en silence, ’¾ me cacher, ’¾ dissimuler, ’¾ mentir et ’¾ d’©rober, enfin...Î¾Î (p. 32).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,210,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,109,Book,"C'est moi-m’éme qui m'emploie ’¾ me d’©partir de la force que la nature m'a confi’©eÎ¾:Î¾ÎâÎ¾S’©duit par ce funeste avantage, je
travaillais ’¾ d’©truire la bonne constitution qu'avait r’©tablie en moi la nature et ’¾ qui j'avais donn’© le temps de se bien formerÎ¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,405,h,Footnote,https://derridas-margins.princeton.edu/titles/188/,37,Book,"C'est pr’©cis’©ment au d’©but du chapitre XV sur les *d’©put’©s ou repr’©sentants* que le *Contrat social* (L. III) condamne l'argent comme pouvoir d'asservissementÎ¾: ÎâÎ¾Donnez de l'argent et bient’‚t vous aurez des fers.Î¾Î Cf. aussi J. Starobinski, *La transparence et l'obstacle*, p. 129 sq. et la note 3 des ’©diteurs ’¾ la p. 37 des *Confessions* (Pl’©iade I).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,211,b,Footnote,https://derridas-margins.princeton.edu/titles/188/,1281,Book,"Ce morceau est souvent cit’© mais l'a-t-on jamais analys’© pour lui-m’émeÎ¾? Les ’©diteurs des *Confessions* dans la *Pl’©iade*, B. Gagnebin et M. Raymond, ont sans doute raison de se m’©fier, comme ils le font toujours tr’ås syst’©matiquement, de ce qu'ils appellent la psychiatrie (note p. 1281. Cette m’éme note recense tr’ås utilement tous les textes o’_ Rousseau rappelle ses ÎâÎ¾foliesÎ¾Î ou ÎâÎ¾extravagancesÎ¾Î).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,214,d,Footnote,https://derridas-margins.princeton.edu/titles/188/,40,Book,"Dans ces pages c’©l’åbres du premier livre des *Confessions*, Rousseau rapproche les premi’åres pratiques de la lecture (ÎâÎ¾lectures d’©rob’©esÎ¾Î) de ses premi’åres d’©couvertes de l'auto-’©rotisme. Non que des ÎâÎ¾livres obsc’ånes et licencieuxÎ¾Î l'y aient encourag’©. Bien au contraire et ÎâÎ¾le hasard seconda si bien mon humeur pudique, que j'avais plus de trente ans avant que j'eusse jet’© les yeux sur aucun de ces dangereux livres qu'une belle Dame de par le monde trouve incommodes, en ce qu'on ne peut, dit-elle, les lire que d'une mainÎ¾Î (p. 40). Sans ces ÎâÎ¾dangereux livresÎ¾Î, Jean-Jacques se donne d'autres dangers.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,217,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,1569,Book,"Dans le *Manuscrit de Paris*, apr’ås ÎâÎ¾empirait sensiblement mon ’©tatÎ¾!Î¾Î, on peut lireÎ¾:Î¾Îâ le vice ’©quivalent dont je n'ai jamais pu bien me gu’©rir m'y paraissait moins contraire. Cette double raison...Î¾Î. Voir la note des ’©diteurs, p. 1569.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,216,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,594,Book,"Dans le livre XII des *Confessions*, au moment o’_ ÎâÎ¾il faut dire toutÎ¾Î, la ÎâÎ¾double raisonÎ¾Î de certaines ÎâÎ¾r’©solutionsÎ¾Î nous est confi’©eÎ¾:Î¾ÎâÎ¾Il faut dire toutÎ¾: je n'ai dissimul’© ni les vices de ma pauvre Maman ni les miensÎ¾; je ne dois pas faire plus de
gr’¢ce ’¾ Th’©r’åse, et quelque plaisir que je prenne ’¾ rendre honneur ’¾ une personne qui m'est ch’åre, je ne veux pas non plus d’©guiser ses torts si tant est m’éme qu'un changement involontaire dans les affections du c–ur soit un vrai tort. Depuis longtemps je m'apercevais de l'atti’©dissement du sien... Je retombai dans le m’éme inconv’©nient dont j'avais senti l'effet aupr’ås de Maman, et cet effet fut le m’éme aupr’ås de Th’©r’åseÎ¾: n'allons pas chercher des perfections hors de la natureÎ¾; il serait le m’éme aupr’ås de quelque femme que ce f’t... Ma situation, cependant, ’©tait alors la m’éme, etÎ¾pire encore par l'animosit’© de mes ennemis, qui ne cherchaient qu'’¾ me prendre en faute. Je craignis la r’©cidive, et n'en voulant pas courir le risque j'aimais mieux me condamner ’¾ l'abstinence que d'exposer Th’©r’åse ’¾ se voir derechef dans le m’éme cas. J'avais d'ailleurs remarqu’© que l'habitation des femmes empirait sensiblement mon ’©tat. Cette double raison m'avait fait former des r’©solutions que j'avais quelquefois assez mal tenuesÎ¾; mais dans lesquelles je persistais avec plus de constance depuis trois ou quatre ansÎ¾Î (p. 595).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,214,h,Footnote,https://derridas-margins.princeton.edu/titles/188/,269,Book,"Et de celle dans laquelle nous d’©coupons ces lignesÎ¾:Î¾ÎâÎ¾Car lire en mangeant fut toujours ma fantaisie au d’©faut d'un t’éte-’¾-t’éte. C'est le suppl’©ment de la soci’©t’© qui me manque. Je d’©vore alternativement une page et un morceau, c'est comme si
mon livre d’Ânait avec moiÎ¾Î (p. 269).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,139,a,Epigraph,https://derridas-margins.princeton.edu/titles/188/,197,Book,J'’©tais comme si j'avais commis un inceste.,NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,290,a,Citation,https://derridas-margins.princeton.edu/titles/188/,334,Book,L'’©garement du c–ur qui le conduit ’¾ pers’©cuter Rousseau ne peut devenir erreur th’©orique qu'en l'assourdissant ’¾ l'’¢me de la musiqueÎ¾: la m’©lodie et non l'harmonieÎ¾;,NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,214,f,Footnote,https://derridas-margins.princeton.edu/titles/188/,444,Book,"L'intention et la lettre de ce passage sont ’¾ rapprocher d'une autre page des *Confessions* (p. 444. Cf. aussi la note des
’©diteurs).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,214,g,Footnote,https://derridas-margins.princeton.edu/titles/188/,1487-1488,Book,"L'intention et la lettre de ce passage sont ’¾ rapprocher d'une autre page des *Confessions* (p. 444. Cf. aussi la note des
’©diteurs).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,380,c,Quotation,https://derridas-margins.princeton.edu/titles/188/,585,Book,"La grande affaire des *Confessions*, n'’©tait-ce pas aussi de ÎâÎ¾jouir derechef quand je veux.Î¾Î (p. 585)Î¾?",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,263,b,Citation,https://derridas-margins.princeton.edu/titles/188/,1548,Book,Malesherbes lui avait conseill’© de publier *l'Essai* ’¾ part.,NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,248,e,Footnote,https://derridas-margins.princeton.edu/titles/188/,12,Book,"Novalis avait peut-’étre vu plus profond’©ment et au-del’¾ de ce que Rousseau appelle lui-m’éme, au d’©but des *Confessions* (p. 12), son ÎâÎ¾caract’åre eff’©min’©Î¾ÎÎ¾:Î¾ÎâÎ¾Les *philosoph’åmes* de Rousseau sont absolument parlant une philosophie f’©minine ou une th’©orie de la f’©minit’©Î¾Î. *Encyclop’©die*, tr. M. de Gandillac (’©d. de Minuit, p. 361).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,214,e,Footnote,https://derridas-margins.princeton.edu/titles/188/,41,Book,"On conna’Ât la suite du paragraphe qui se cl’‚t ainsiÎ¾:Î¾ÎâÎ¾Il me suffit, quant ’¾ pr’©sent, d'avoir marqu’© l'origine et la premi’åre cause d'un penchant qui a modifi’© toutes mes passions, et qui, les contenant par elles-m’émes, m'a toujours rendu paresseux ’¾ faire, par trop d'ardeur ’¾ d’©sirerÎ¾Î (p. 41).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,214,c,Quotation,https://derridas-margins.princeton.edu/titles/188/,41,Book,"Or pour nous expliquer son ÎâÎ¾d’©go’t pour les filles publiquesÎ¾Î, Rousseau nous dit qu'’¾ Venise, ’¾ trente et un ans, le ÎâÎ¾penchant qui a modifi’© toutes [ses] passionsÎ¾Î (*Confessions*, p. 41) n'a pas disparuÎ¾:Î¾ÎâÎ¾Je n'avais pas perdu la funeste habitude de donner le change ’¾ mes besoinsÎ¾Î (p. 316).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,215,a,Quotation,https://derridas-margins.princeton.edu/titles/188/,316,Book,"Or pour nous expliquer son ÎâÎ¾d’©go’t pour les filles publiquesÎ¾Î, Rousseau nous dit qu'’¾ Venise, ’¾ trente et un ans, le ÎâÎ¾penchant qui a modifi’© toutes [ses] passionsÎ¾Î (*Confessions*, p. 41) n'a pas disparuÎ¾:Î¾ÎâÎ¾Je n'avais pas perdu la funeste habitude de donner le change ’¾ mes besoinsÎ¾Î (p. 316).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,218,c,Footnote,https://derridas-margins.princeton.edu/titles/188/,1407,Book,"Starobinski (*La transparence et l'obstacle*, p. 221) et les ’©diteurs des *Confessions* (p. 332, note 1) rapprochent justement l'usage du mot suppl’©ment de celui qui en est fait p. 109 (ÎâÎ¾suppl’©ment dangereuxÎ¾Î).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,207,d,Quotation,https://derridas-margins.princeton.edu/titles/188/,108,Book,"Suppl’©ment dangereux. Ce sont des mots dont Rousseau se sert lui-m’éme dans les *Confessions*. Il le fait dans un contexte qui n'est diff’©rent qu'en apparence, et pour expliquer, pr’©cis’©ment, ÎâÎ¾un ’©tat presque inconcevable ’¾ la raisonÎ¾ÎÎ¾:Î¾ÎâÎ¾En un mot, de moi ’¾ l'amant le plus passionn’©, il n'y avait qu'une diff’©rence unique, mais essentielle, et qui rend mon ’©tat presque inconcevable ’¾ la raisonÎ¾Î (*Pl’©iade*, I, p. 108).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,197,b,Epigraph,https://derridas-margins.princeton.edu/titles/188/,,Book,"Tous les papiers que j'avais rassembl’©s pour suppl’©er ’¾ ma m’©moire et me guider dans cette entreprise, pass’©s en d'autres
mains, ne rentreront plus dans les miennes.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,295,b,Footnote,https://derridas-margins.princeton.edu/titles/188/,31,Book,"Un peu plus haut, le passage suivant, qui nous para’Ât, pour plusieurs raisons, devoir ’étre ici reluÎ¾:Î¾ÎâÎ¾Le m’©tier ne me d’©plaisait pas en lui-m’émeÎ¾; j'avais un go’t vif pour le dessinÎ¾; le jeu du burin m'amusait assez, et comme le talent du graveur pour l'horlogerie est tr’ås born’©, j'avais l'espoir d en atteindre la perfection. J'y serais parvenu peut-’étre si la brutalit’© de mon ma’Âtre et la g’éne excessive ne m'avaient rebut’© du travail. Je lui d’©robais mon temps, pour l'employer en occupations du m’éme genre, mais qui avaient pour moi l'attrait de la libert’©. Je gravais des esp’åces de m’©dailles pour nous servir ’¾ moi et ’¾ mes camarades d'ordre de chevalerie. Mon ma’Âtre me surprit ’¾ ce travail de contrebande, et me roua de coups, disant que je m'exer’_ais ’¾ faire de la fausse monnaie, parce que nos m’©dailles avaient les armes de la R’©publique. Je puis bien jurer que je n'avais nulle id’©e de la fausse monnaie, et tr’ås peu de la v’©ritable. Je savais mieux comment se faisaient les As romains que nos pi’åces de trois sous.Î¾Î",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,213,b,Quotation,https://derridas-margins.princeton.edu/titles/188/,165,Book,"Un peu plus tard, un peu plus bas dans le texte des *Confessions* (livre IV), ÎâÎ¾une petite anecdote assez difficile ’¾ direÎ¾Î nous est racont’©e. La rencontre d'un homme ÎâÎ¾sujet au m’éme viceÎ¾Î. Jean-Jacques s'enfuit terrifi’©, ÎâÎ¾aussi tremblantÎ¾Î que s'il venait de ÎâÎ¾commettre un crimeÎ¾Î. ÎâÎ¾Ce souvenir m'en gu’©rit pour longtempsÎ¾Î.",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Confessions,217,d,Footnote,https://derridas-margins.princeton.edu/titles/188/,1282,Book,"Voir aussi les *Confessions* (p. 109, note des ’©diteurs).",NA,1782,"Rousseau, Jean-Jacques",NA,247.9767442
Consid’©rations sur le Gouvernement de Pologne,402,d,Footnote,https://derridas-margins.princeton.edu/titles/190/,979,Book Section,"C'est pourquoi Rousseau admet la n’©cessit’© des repr’©sentants tout en la d’©plorant. Voir les *Consid’©rations sur le Gouvernement de Pologne*Î¾: il y propose un renouvellement tr’ås rapide des repr’©sentants pour rendre leur ÎâÎ¾s’©duction plus co’teuse et plus difficileÎ¾Î, ce qui est ’¾ rapprocher de la r’ågle formul’©e par le *Contrat*, selon laquelle ÎâÎ¾le Souverain doit se montrer fr’©quemmentÎ¾Î (p. 426)Î¾; cf. aussi Derath’©, *Rousseau et la science politique de son temps* (p. 277 sq).",bookSection,1771,"Rousseau, Jean-Jacques",fr,403.5
